Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Consumed meat?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Saw direct sunlight upon waking up?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt motivated?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Wore mouth tape while sleeping?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Spend time outdoors?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Feel generally positive about the future?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt a sense of purpose?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Read (non-screened device) while in bed?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt recovered?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Single?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Worked from home?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Used a sauna?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Engaged in sexual activity?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Shared your bed?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Feeling sick or ill?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Slept in a dark room?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Slept in the same bed as usual?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Wore a sleep mask?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Snacked in between meals?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt socially fulfilled?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Listened to noise while asleep?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Engaged in spiritual practice?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Experienced stress?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Spent time stretching?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Watched the sunset?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Had a therapy session?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took turmeric?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took a vacation day?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took vitamin B-12?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took vitamin C?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took vitamin D?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Commuted to work?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Worked late?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Consumed added sugar?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Traveled on a plane?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Have any alcoholic drinks?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took an anti-inflammatory drug (NSAIDs)?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt nervous or anxious?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Saw artificial light upon waking up?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Wore blue-light blocking glasses before bed?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Practiced breathwork?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Consumed caffeine?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Avoided processed foods?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took a cold shower?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Did compression therapy?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt you had control over your life?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Took creatine?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Consumed dairy?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Ate all your meals during daylight hours?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt depressed or down?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Viewed a screen device in bed?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Had a dog in the room while sleeping?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Wore ear plugs to bed?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt you had the resources/skills needed to complete your daily goals?,true,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt emotionally and mentally stable?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Felt energized throughout the day?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Connected with family and/or friends?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Experiencing a fever?,false,"Burlington, VT"
2024-04-10 22:27:54,2024-04-11 23:49:10,UTC-04:00,Expressed gratitude?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Worked from home?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Used a sauna?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Engaged in sexual activity?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Shared your bed?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Feeling sick or ill?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Slept in a dark room?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Slept in the same bed as usual?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Wore a sleep mask?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Snacked in between meals?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt socially fulfilled?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Listened to noise while asleep?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Engaged in spiritual practice?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Experienced stress?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Spent time stretching?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Watched the sunset?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Had a therapy session?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took turmeric?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took a vacation day?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took vitamin B-12?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took vitamin C?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took vitamin D?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Commuted to work?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Worked late?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt energized throughout the day?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt emotionally and mentally stable?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt you had the resources/skills needed to complete your daily goals?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Wore ear plugs to bed?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Had a dog in the room while sleeping?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Viewed a screen device in bed?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt depressed or down?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Ate all your meals during daylight hours?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Consumed dairy?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took creatine?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt you had control over your life?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Did compression therapy?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took a cold shower?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Avoided processed foods?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Consumed caffeine?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Practiced breathwork?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Wore blue-light blocking glasses before bed?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Saw artificial light upon waking up?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt nervous or anxious?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took an anti-inflammatory drug (NSAIDs)?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Have any alcoholic drinks?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Traveled on a plane?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Consumed added sugar?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Connected with family and/or friends?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Experiencing a fever?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Expressed gratitude?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Experienced a headache?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took a hot shower before bed?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Spent time in a hot tub?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Took an ice bath?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Have an injury or wound?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt Irritable?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Journaled your thoughts?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Ate food close to bedtime?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Learned something interesting or important?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Made progress on an important goal?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Used marijuana?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Received massage therapy?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Masturbated?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Consumed meat?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Saw direct sunlight upon waking up?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt motivated?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Wore mouth tape while sleeping?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Spend time outdoors?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Feel generally positive about the future?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt a sense of purpose?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Read (non-screened device) while in bed?,false,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Felt recovered?,true,"Burlington, VT"
2024-04-09 22:29:16,2024-04-10 22:27:54,UTC-04:00,Single?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Worked from home?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Consumed added sugar?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Traveled on a plane?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Have any alcoholic drinks?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took an anti-inflammatory drug (NSAIDs)?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt nervous or anxious?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Saw artificial light upon waking up?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Wore blue-light blocking glasses before bed?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Practiced breathwork?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Consumed caffeine?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Avoided processed foods?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took a cold shower?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Did compression therapy?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt you had control over your life?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took creatine?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Consumed dairy?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Ate all your meals during daylight hours?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt depressed or down?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Viewed a screen device in bed?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Had a dog in the room while sleeping?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Wore ear plugs to bed?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt you had the resources/skills needed to complete your daily goals?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt emotionally and mentally stable?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt energized throughout the day?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Connected with family and/or friends?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Experiencing a fever?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Expressed gratitude?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Experienced a headache?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took a hot shower before bed?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Spent time in a hot tub?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took an ice bath?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Have an injury or wound?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt Irritable?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Journaled your thoughts?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Ate food close to bedtime?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Learned something interesting or important?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Made progress on an important goal?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Used marijuana?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Received massage therapy?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Masturbated?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Consumed meat?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Saw direct sunlight upon waking up?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt motivated?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Wore mouth tape while sleeping?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Spend time outdoors?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Feel generally positive about the future?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt a sense of purpose?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Read (non-screened device) while in bed?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt recovered?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Single?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Used a sauna?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Engaged in sexual activity?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Shared your bed?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Feeling sick or ill?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Slept in a dark room?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Slept in the same bed as usual?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Wore a sleep mask?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Snacked in between meals?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Felt socially fulfilled?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Listened to noise while asleep?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Engaged in spiritual practice?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Experienced stress?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Spent time stretching?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Watched the sunset?,true,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Had a therapy session?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took turmeric?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took a vacation day?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took vitamin B-12?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took vitamin C?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Took vitamin D?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Commuted to work?,false,"Burlington, VT"
2024-04-08 21:52:48,2024-04-09 22:29:16,UTC-04:00,Worked late?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Worked from home?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Used a sauna?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Engaged in sexual activity?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Shared your bed?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Feeling sick or ill?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Slept in a dark room?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Slept in the same bed as usual?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Wore a sleep mask?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Snacked in between meals?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Felt socially fulfilled?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Listened to noise while asleep?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Engaged in spiritual practice?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Experienced stress?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Spent time stretching?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Watched the sunset?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Had a therapy session?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took turmeric?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took a vacation day?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took vitamin B-12?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took vitamin C?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took vitamin D?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Commuted to work?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Worked late?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Single?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Felt recovered?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Read (non-screened device) while in bed?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Felt a sense of purpose?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Feel generally positive about the future?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Spend time outdoors?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Wore mouth tape while sleeping?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Felt motivated?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Saw direct sunlight upon waking up?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Consumed meat?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Masturbated?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Received massage therapy?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Used marijuana?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Made progress on an important goal?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Learned something interesting or important?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Ate food close to bedtime?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Journaled your thoughts?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Felt Irritable?,false,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Have an injury or wound?,true,"Burlington, VT"
2024-04-08 02:21:26,2024-04-08 21:52:48,UTC-04:00,Took an ice bath?,false,"Burlington, VT"
